sample_name,source_dataset,original_database_id,original_id,eval_id,query_id,original_url,original_url_note,formula,ideal_chemistry,target_formula_key,space_group,crystal_system,target_phase_id,formula_group_id,candidate_source_origin,fit_status,fit_rwp_percent,fit_peak_window_rwp,fit_peak_window_pearson,fit_matched_peak_fraction,fit_background_fraction,warning_flags,public_spectrum_path,public_cif_path
Ce4Ti2Fe3(Si2O11)2_12,RRUFF,RRUFF:R060282-1,R060282-1,RRUFF:R060282-1,rruff__R060282-1,https://rruff.info/R060282,inferred_from_rruff_id,Ce4Ti2Fe3(Si2O11)2,Ce4Ti2Fe3(Si2O11)2,Ce4Ti2Fe3(Si2O11)2,12,monoclinic,rruff_amcsd_0005956,Ce4|Fe3|O22|Si4|Ti2::sg::12,rruff,fit_quality_filtered,23.683623186646805,25.15480873233144,0.8188113438787643,0.75,0.8440005943535696,[],real_spectra/Ce4Ti2Fe3(Si2O11)2_12/Ce4Ti2Fe3(Si2O11)2_12.xy,real_spectra/Ce4Ti2Fe3(Si2O11)2_12/Ce4Ti2Fe3(Si2O11)2_12.cif
CeCO3F_190,RRUFF,RRUFF:R060629-1,R060629-1,RRUFF:R060629-1,rruff__R060629-1,https://rruff.info/R060629,inferred_from_rruff_id,CeCO3F,CeCO3F,CeCO3F,190,hexagonal,rruff_amcsd_0000059,C1|Ce1|F1|O3::sg::190,rruff,fit_quality_filtered,13.337889689174931,17.157551886572193,0.9897761546031932,0.875,0.6716802180692065,[],real_spectra/CeCO3F_190/CeCO3F_190.xy,real_spectra/CeCO3F_190/CeCO3F_190.cif
CeSiBO5_144,RRUFF,RRUFF:R060899-1,R060899-1,RRUFF:R060899-1,rruff__R060899-1,https://rruff.info/R060899,inferred_from_rruff_id,CeSiBO5,CeSiBO5,CeSiBO5,144,trigonal_hex,rruff_amcsd_0018728,B1|Ce1|O5|Si1::sg::144,rruff,fit_quality_filtered,25.86327966407893,32.91169886305049,0.986715873668547,0.875,0.41486093317400147,[],real_spectra/CeSiBO5_144/CeSiBO5_144.xy,real_spectra/CeSiBO5_144/CeSiBO5_144.cif
Co2CuS4_227,RRUFF,RRUFF:R050089-1,R050089-1,RRUFF:R050089-1,rruff__R050089-1,https://rruff.info/R050089,inferred_from_rruff_id,Co2CuS4,Co2CuS4,Co2CuS4,227,cubic,rruff_amcsd_0013181,Co2|Cu1|S4::sg::227,rruff,fit_quality_filtered,7.379656894927443,7.5998878423462495,0.9211667002860824,0.875,0.9754022460976048,[],real_spectra/Co2CuS4_227/Co2CuS4_227.xy,real_spectra/Co2CuS4_227/Co2CuS4_227.cif
CoAs3_204,RRUFF,RRUFF:R050593-1,R050593-1,RRUFF:R050593-1,rruff__R050593-1,https://rruff.info/R050593,inferred_from_rruff_id,CoAs3,CoAs3,CoAs3,204,cubic,rruff_amcsd_0017606,As3|Co1::sg::204,rruff,fit_quality_filtered,11.791678178727686,13.30153996135111,0.9580627746060539,0.75,0.9231580058203982,[],real_spectra/CoAs3_204/CoAs3_204.xy,real_spectra/CoAs3_204/CoAs3_204.cif
CsBeAlBO3_1,opXRD,opXRD:000332,332,opXRD:000332,opxrd__000332,,not_recorded_in_manifest,CsBeAlBO3,CsBeAlBO3,CsBeAlBO3,1,triclinic,opxrd_000332,Al1|B1|Be1|Cs1|O3::sg::1,opxrd,fit_quality_filtered,11.357633280218051,15.307480573550347,0.9942565786126633,0.625,0.5734997135688222,[],real_spectra/CsBeAlBO3_1/CsBeAlBO3_1.xy,real_spectra/CsBeAlBO3_1/CsBeAlBO3_1.cif
Cu2AsO5_14,RRUFF,RRUFF:R050532-1,R050532-1,RRUFF:R050532-1,rruff__R050532-1,https://rruff.info/R050532,inferred_from_rruff_id,Cu2AsO5,Cu2AsO5,Cu2AsO5,14,monoclinic,rruff_amcsd_0009598,As1|Cu2|O5::sg::14,rruff,fit_quality_filtered,15.826888537490587,16.544061256316596,0.847194307161695,0.75,0.8080641716943259,[],real_spectra/Cu2AsO5_14/Cu2AsO5_14.xy,real_spectra/Cu2AsO5_14/Cu2AsO5_14.cif
Cu2H10SO9_1,opXRD,opXRD:001053,1053,opXRD:001053,opxrd__001053,,not_recorded_in_manifest,Cu2H10SO9,Cu2H10SO9,Cu2H10SO9,1,triclinic,opxrd_001053,Cu2|H10|O9|S1::sg::1,opxrd,fit_quality_filtered,2.888646437855985,3.2660875798314093,0.9997896548630008,0.5,0.14505971367742138,"[""trimmed_below_5deg""]",real_spectra/Cu2H10SO9_1/Cu2H10SO9_1.xy,real_spectra/Cu2H10SO9_1/Cu2H10SO9_1.cif
Cu2H2CO5_14,RRUFF,RRUFF:R050508-1,R050508-1,RRUFF:R050508-1,rruff__R050508-1,https://rruff.info/R050508,inferred_from_rruff_id,Cu2H2CO5,Cu2H2CO5,Cu2H2CO5,14,monoclinic,rruff_amcsd_0009305,C1|Cu2|H2|O5::sg::14,rruff,fit_quality_filtered,11.700709827614766,12.526705304641924,0.960459590344007,0.75,0.9011255773955075,[],real_spectra/Cu2H2CO5_14/Cu2H2CO5_14.xy,real_spectra/Cu2H2CO5_14/Cu2H2CO5_14.cif
Cu2O_224,RRUFF,RRUFF:R140763-1,R140763-1,RRUFF:R140763-1,rruff__R140763-1,https://rruff.info/R140763,inferred_from_rruff_id,Cu2O,Cu2O,Cu2O,224,cubic,rruff_amcsd_0007351,Cu2|O1::sg::224,rruff,fit_quality_filtered,9.736118736794829,16.121203009771783,0.9809124379474708,1.0,0.8923367800192411,[],real_spectra/Cu2O_224/Cu2O_224.xy,real_spectra/Cu2O_224/Cu2O_224.cif
Cu2S_14,RRUFF,RRUFF:R050067-1,R050067-1,RRUFF:R050067-1,rruff__R050067-1,https://rruff.info/R050067,inferred_from_rruff_id,Cu2S,Cu2S,Cu2S,14,monoclinic,rruff_amcsd_0010817,Cu2|S1::sg::14,rruff,fit_quality_filtered,13.093736981251316,14.823311307853427,0.8913933348168375,0.625,0.9184207842554388,[],real_spectra/Cu2S_14/Cu2S_14.xy,real_spectra/Cu2S_14/Cu2S_14.cif
Cu3As2H2PbO10_15,RRUFF,RRUFF:R050670-1,R050670-1,RRUFF:R050670-1,rruff__R050670-1,https://rruff.info/R050670,inferred_from_rruff_id,Cu3As2H2PbO10,Cu3As2H2PbO10,Cu3As2H2PbO10,15,monoclinic,rruff_amcsd_0009665,As2|Cu3|H2|O10|Pb1::sg::15,rruff,fit_quality_filtered,21.83074481867489,21.376044095590817,0.8844737103828928,0.75,0.748014117946954,[],real_spectra/Cu3As2H2PbO10_15/Cu3As2H2PbO10_15.xy,real_spectra/Cu3As2H2PbO10_15/Cu3As2H2PbO10_15.cif
Cu3AsO7_14,RRUFF,RRUFF:R070092-1,R070092-1,RRUFF:R070092-1,rruff__R070092-1,https://rruff.info/R070092,inferred_from_rruff_id,Cu3AsO7,Cu3AsO7,Cu3AsO7,14,monoclinic,rruff_amcsd_0009293,As1|Cu3|O7::sg::14,rruff,fit_quality_filtered,29.846317396123457,31.15003164200986,0.5555129474997649,0.75,0.7311027807123253,"[""marginal_peak_match""]",real_spectra/Cu3AsO7_14/Cu3AsO7_14.xy,real_spectra/Cu3AsO7_14/Cu3AsO7_14.cif
Cu3AsS4_31,RRUFF,RRUFF:R050373-1,R050373-1,RRUFF:R050373-1,rruff__R050373-1,https://rruff.info/R050373,inferred_from_rruff_id,Cu3AsS4,Cu3AsS4,Cu3AsS4,31,orthorhombic,rruff_amcsd_0009381,As1|Cu3|S4::sg::31,rruff,fit_quality_filtered,13.402713244316242,13.36610465902315,0.9814392226643239,1.0,0.8501698459904218,[],real_spectra/Cu3AsS4_31/Cu3AsS4_31.xy,real_spectra/Cu3AsS4_31/Cu3AsS4_31.cif
Cu3BiS3_19,RRUFF,RRUFF:R050327-1,R050327-1,RRUFF:R050327-1,rruff__R050327-1,https://rruff.info/R050327,inferred_from_rruff_id,Cu3BiS3,Cu3BiS3,Cu3BiS3,19,orthorhombic,rruff_amcsd_0009490,Bi1|Cu3|S3::sg::19,rruff,fit_quality_filtered,18.291702324105362,18.21378506639175,0.8445722057162524,1.0,0.8128730452828903,[],real_spectra/Cu3BiS3_19/Cu3BiS3_19.xy,real_spectra/Cu3BiS3_19/Cu3BiS3_19.cif
Cu3H2(CO4)2_14,RRUFF,RRUFF:R050638-1,R050638-1,RRUFF:R050638-1,rruff__R050638-1,https://rruff.info/R050638,inferred_from_rruff_id,Cu3H2(CO4)2,Cu3H2(CO4)2,Cu3H2(CO4)2,14,monoclinic,rruff_amcsd_0008598,C2|Cu3|H2|O8::sg::14,rruff,fit_quality_filtered,11.336277291932815,11.208554719735723,0.9683505557392063,1.0,0.8571656347067201,[],real_spectra/Cu3H2(CO4)2_14/Cu3H2(CO4)2_14.xy,real_spectra/Cu3H2(CO4)2_14/Cu3H2(CO4)2_14.cif
Cu3H4SO8_62,RRUFF,RRUFF:R050212-1,R050212-1,RRUFF:R050212-1,rruff__R050212-1,https://rruff.info/R050212,inferred_from_rruff_id,Cu3H4SO8,Cu3H4SO8,Cu3H4SO8,62,orthorhombic,rruff_amcsd_0005229,Cu3|H4|O8|S1::sg::62,rruff,fit_quality_filtered,16.20115574545579,16.687121133522677,0.8900012157888196,0.75,0.7901382481281896,[],real_spectra/Cu3H4SO8_62/Cu3H4SO8_62.xy,real_spectra/Cu3H4SO8_62/Cu3H4SO8_62.cif
Cu4H7SO9_1,opXRD,opXRD:000733,733,opXRD:000733,opxrd__000733,,not_recorded_in_manifest,Cu4H7SO9,Cu4H7SO9,Cu4H7SO9,1,triclinic,opxrd_000733,Cu4|H7|O9|S1::sg::1,opxrd,fit_quality_filtered,0.9564651242705366,1.0498222113284015,0.9999697619297631,0.375,0.27331119706810314,[],real_spectra/Cu4H7SO9_1/Cu4H7SO9_1.xy,real_spectra/Cu4H7SO9_1/Cu4H7SO9_1.cif
Cu5(PO6)2_14,RRUFF,RRUFF:R040175-1,R040175-1,RRUFF:R040175-1,rruff__R040175-1,https://rruff.info/R040175,inferred_from_rruff_id,Cu5(PO6)2,Cu5(PO6)2,Cu5(PO6)2,14,monoclinic,rruff_amcsd_0000600,Cu5|O12|P2::sg::14,rruff,fit_quality_filtered,16.225750758975124,22.20032633674202,0.9111161566149787,0.875,0.9038785921774609,[],real_spectra/Cu5(PO6)2_14/Cu5(PO6)2_14.xy,real_spectra/Cu5(PO6)2_14/Cu5(PO6)2_14.cif
Cu5Si4(HO7)2_61,RRUFF,RRUFF:R050133-1,R050133-1,RRUFF:R050133-1,rruff__R050133-1,https://rruff.info/R050133,inferred_from_rruff_id,Cu5Si4(HO7)2,Cu5Si4(HO7)2,Cu5Si4(HO7)2,61,orthorhombic,rruff_amcsd_0000578,Cu5|H2|O14|Si4::sg::61,rruff,fit_quality_filtered,17.8807167372013,20.737296823496752,0.912152786504775,0.625,0.8973712300438864,[],real_spectra/Cu5Si4(HO7)2_61/Cu5Si4(HO7)2_61.xy,real_spectra/Cu5Si4(HO7)2_61/Cu5Si4(HO7)2_61.cif
CuAsPbO5_19,RRUFF,RRUFF:R050507-1,R050507-1,RRUFF:R050507-1,rruff__R050507-1,https://rruff.info/R050507,inferred_from_rruff_id,CuAsPbO5,CuAsPbO5,CuAsPbO5,19,orthorhombic,rruff_amcsd_0014532,As1|Cu1|O5|Pb1::sg::19,rruff,fit_quality_filtered,22.65325441883297,22.355140202271258,0.9205240123432378,0.875,0.7012416402568913,[],real_spectra/CuAsPbO5_19/CuAsPbO5_19.xy,real_spectra/CuAsPbO5_19/CuAsPbO5_19.cif
CuBi3PbS6_1,opXRD,opXRD:001054,1054,opXRD:001054,opxrd__001054,,not_recorded_in_manifest,CuBi3PbS6,CuBi3PbS6,CuBi3PbS6,1,triclinic,opxrd_001054,Bi3|Cu1|Pb1|S6::sg::1,opxrd,fit_quality_filtered,1.3586061226767734,1.5238202409481851,0.9999528459674999,0.5,0.07078049516593249,"[""marginal_peak_match""]",real_spectra/CuBi3PbS6_1/CuBi3PbS6_1.xy,real_spectra/CuBi3PbS6_1/CuBi3PbS6_1.cif
CuH10SO9_2,RRUFF,RRUFF:R050354-1,R050354-1,RRUFF:R050354-1,rruff__R050354-1,https://rruff.info/R050354,inferred_from_rruff_id,CuH10SO9,CuH10SO9,CuH10SO9,2,triclinic,rruff_amcsd_0010779,Cu1|H10|O9|S1::sg::2,rruff,fit_quality_filtered,17.273672652597874,17.822715381075362,0.9188458569739157,0.875,0.763190627567905,[],real_spectra/CuH10SO9_2/CuH10SO9_2.xy,real_spectra/CuH10SO9_2/CuH10SO9_2.cif
CuH4Pb2(ClO2)2_99,RRUFF,RRUFF:R050270-1,R050270-1,RRUFF:R050270-1,rruff__R050270-1,https://rruff.info/R050270,inferred_from_rruff_id,CuH4Pb2(ClO2)2,CuH4Pb2(ClO2)2,CuH4Pb2(ClO2)2,99,tetragonal,rruff_amcsd_0005469,Cl2|Cu1|H4|O4|Pb2::sg::99,rruff,fit_quality_filtered,19.30505752144714,17.969419966809774,0.979409651838274,0.875,0.5852548123981935,[],real_spectra/CuH4Pb2(ClO2)2_99/CuH4Pb2(ClO2)2_99.xy,real_spectra/CuH4Pb2(ClO2)2_99/CuH4Pb2(ClO2)2_99.cif
CuSbPbS3_31,RRUFF,RRUFF:R050364-1,R050364-1,RRUFF:R050364-1,rruff__R050364-1,https://rruff.info/R050364,inferred_from_rruff_id,CuSbPbS3,CuSbPbS3,CuSbPbS3,31,orthorhombic,rruff_amcsd_0010713,Cu1|Pb1|S3|Sb1::sg::31,rruff,fit_quality_filtered,30.675685063516823,28.187078152836335,0.9243518835145162,0.75,0.6968695873671679,[],real_spectra/CuSbPbS3_31/CuSbPbS3_31.xy,real_spectra/CuSbPbS3_31/CuSbPbS3_31.cif
CuSi(HO2)2_148,RRUFF,RRUFF:R040028-1,R040028-1,RRUFF:R040028-1,rruff__R040028-1,https://rruff.info/R040028,inferred_from_rruff_id,CuSi(HO2)2,CuSi(HO2)2,CuSi(HO2)2,148,trigonal_hex,rruff_amcsd_0000587,Cu1|H2|O4|Si1::sg::148,rruff,fit_quality_filtered,17.012108251201855,19.00920280458652,0.9690378496281808,0.875,0.8389162366532175,[],real_spectra/CuSi(HO2)2_148/CuSi(HO2)2_148.xy,real_spectra/CuSi(HO2)2_148/CuSi(HO2)2_148.cif
Fe2O3_167,RRUFF,RRUFF:R040024-1,R040024-1,RRUFF:R040024-1,rruff__R040024-1,https://rruff.info/R040024,inferred_from_rruff_id,Fe2O3,Fe2O3,Fe2O3,167,trigonal_hex,rruff_amcsd_0000143,Fe2|O3::sg::167,rruff,fit_quality_filtered,6.196240608497844,5.818014643445354,0.9088442701751999,1.0,0.9820427626393341,[],real_spectra/Fe2O3_167/Fe2O3_167.xy,real_spectra/Fe2O3_167/Fe2O3_167.cif
Fe2O3_206,RRUFF,RRUFF:R050395-1,R050395-1,RRUFF:R050395-1,rruff__R050395-1,https://rruff.info/R050395,inferred_from_rruff_id,Fe2O3,Fe2O3,Fe2O3,206,cubic,rruff_amcsd_0021090,Fe2|O3::sg::206,rruff,fit_quality_filtered,11.003762128289644,11.287289545226912,0.7320827406324373,0.875,0.9732822225216732,[],real_spectra/Fe2O3_206/Fe2O3_206.xy,real_spectra/Fe2O3_206/Fe2O3_206.cif
Fe2PHO5_1,opXRD,opXRD:000505,505,opXRD:000505,opxrd__000505,,not_recorded_in_manifest,Fe2PHO5,Fe2PHO5,Fe2PHO5,1,triclinic,opxrd_000505,Fe2|H1|O5|P1::sg::1,opxrd,fit_quality_filtered,2.8250579517934553,2.9929311525515394,0.9997945375376647,0.5,0.14960526048150946,"[""trimmed_below_5deg""]",real_spectra/Fe2PHO5_1/Fe2PHO5_1.xy,real_spectra/Fe2PHO5_1/Fe2PHO5_1.cif
Fe2PHO5_14,RRUFF,RRUFF:R050614-1,R050614-1,RRUFF:R050614-1,rruff__R050614-1,https://rruff.info/R050614,inferred_from_rruff_id,Fe2PHO5,Fe2PHO5,Fe2PHO5,14,monoclinic,rruff_amcsd_0010339,Fe2|H1|O5|P1::sg::14,rruff,fit_quality_filtered,9.656002186187653,11.019591154078343,0.6175921952859945,0.875,0.9885440400927938,[],real_spectra/Fe2PHO5_14/Fe2PHO5_14.xy,real_spectra/Fe2PHO5_14/Fe2PHO5_14.cif
Fe2PO4F_15,RRUFF,RRUFF:R050279-1,R050279-1,RRUFF:R050279-1,rruff__R050279-1,https://rruff.info/R050279,inferred_from_rruff_id,Fe2PO4F,Fe2PO4F,Fe2PO4F,15,monoclinic,rruff_amcsd_0012458,F1|Fe2|O4|P1::sg::15,rruff,fit_quality_filtered,9.511863481972297,10.62270503845364,0.708547054269006,0.875,0.9971333956627019,[],real_spectra/Fe2PO4F_15/Fe2PO4F_15.xy,real_spectra/Fe2PO4F_15/Fe2PO4F_15.cif
Fe2Si2SbO9_8,RRUFF,RRUFF:R060910-1,R060910-1,RRUFF:R060910-1,rruff__R060910-1,https://rruff.info/R060910,inferred_from_rruff_id,Fe2Si2SbO9,Fe2Si2SbO9,Fe2Si2SbO9,8,monoclinic,rruff_amcsd_0015317,Fe2|O9|Sb1|Si2::sg::8,rruff,fit_quality_filtered,16.585010137134855,17.307615441762906,0.8764872866326903,0.875,0.9357335919826181,[],real_spectra/Fe2Si2SbO9_8/Fe2Si2SbO9_8.xy,real_spectra/Fe2Si2SbO9_8/Fe2Si2SbO9_8.cif
Fe2SiO4_62,RRUFF,RRUFF:R070374-1,R070374-1,RRUFF:R070374-1,rruff__R070374-1,https://rruff.info/R070374,inferred_from_rruff_id,Fe2SiO4,Fe2SiO4,Fe2SiO4,62,orthorhombic,rruff_amcsd_0000480,Fe2|O4|Si1::sg::62,rruff,fit_quality_filtered,6.713010405663038,6.556648241686573,0.7341842026831011,0.75,0.9784829529572706,[],real_spectra/Fe2SiO4_62/Fe2SiO4_62.xy,real_spectra/Fe2SiO4_62/Fe2SiO4_62.cif
Fe3BO5_55,RRUFF,RRUFF:R050477-1,R050477-1,RRUFF:R050477-1,rruff__R050477-1,https://rruff.info/R050477,inferred_from_rruff_id,Fe3BO5,Fe3BO5,Fe3BO5,55,orthorhombic,rruff_amcsd_0000909,B1|Fe3|O5::sg::55,rruff,fit_quality_filtered,7.809042271496364,8.979090221527063,0.6400712093567855,0.75,0.9829042342339345,[],real_spectra/Fe3BO5_55/Fe3BO5_55.xy,real_spectra/Fe3BO5_55/Fe3BO5_55.cif
Fe3P2H3O10_1,opXRD,opXRD:000235,235,opXRD:000235,opxrd__000235,,not_recorded_in_manifest,Fe3P2H3O10,Fe3P2H3O10,Fe3P2H3O10,1,triclinic,opxrd_000235,Fe3|H3|O10|P2::sg::1,opxrd,fit_quality_filtered,3.2564018213793853,3.5361408400053627,0.9996445780934436,0.625,0.19731666011447768,"[""marginal_peak_match""]",real_spectra/Fe3P2H3O10_1/Fe3P2H3O10_1.xy,real_spectra/Fe3P2H3O10_1/Fe3P2H3O10_1.cif
Fe3S3O23_1,opXRD,opXRD:000111,111,opXRD:000111,opxrd__000111,,not_recorded_in_manifest,Fe3S3O23,Fe3S3O23,Fe3S3O23,1,triclinic,opxrd_000111,Fe3|O23|S3::sg::1,opxrd,fit_quality_filtered,3.1087598281892195,3.5555805415302446,0.9997104557666049,0.5,0.023318940332274378,[],real_spectra/Fe3S3O23_1/Fe3S3O23_1.xy,real_spectra/Fe3S3O23_1/Fe3S3O23_1.cif
FeAs2_58,RRUFF,RRUFF:R060185-1,R060185-1,RRUFF:R060185-1,rruff__R060185-1,https://rruff.info/R060185,inferred_from_rruff_id,FeAs2,FeAs2,FeAs2,58,orthorhombic,rruff_amcsd_0011935,As2|Fe1::sg::58,rruff,fit_quality_filtered,14.043402587827911,15.142882740565266,0.9203113526002984,0.875,0.9111686222068387,[],real_spectra/FeAs2_58/FeAs2_58.xy,real_spectra/FeAs2_58/FeAs2_58.cif
FeCO3_167,RRUFF,RRUFF:R050349-1,R050349-1,RRUFF:R050349-1,rruff__R050349-1,https://rruff.info/R050349,inferred_from_rruff_id,FeCO3,FeCO3,FeCO3,167,trigonal_hex,rruff_amcsd_0000101,C1|Fe1|O3::sg::167,rruff,fit_quality_filtered,7.974359089499888,8.368437550058799,0.9033039446666201,0.875,0.9901007841106885,[],real_spectra/FeCO3_167/FeCO3_167.xy,real_spectra/FeCO3_167/FeCO3_167.cif
FeCuO2_166,RRUFF,RRUFF:R050403-1,R050403-1,RRUFF:R050403-1,rruff__R050403-1,https://rruff.info/R050403,inferred_from_rruff_id,FeCuO2,FeCuO2,FeCuO2,166,trigonal_hex,rruff_amcsd_0000018,Cu1|Fe1|O2::sg::166,rruff,fit_quality_filtered,8.48345169313122,8.551045856876705,0.8571278886446868,0.75,0.9713869911004546,[],real_spectra/FeCuO2_166/FeCuO2_166.xy,real_spectra/FeCuO2_166/FeCuO2_166.cif
FeCuS2_122,RRUFF,RRUFF:R050208-1,R050208-1,RRUFF:R050208-1,rruff__R050208-1,https://rruff.info/R050208,inferred_from_rruff_id,FeCuS2,FeCuS2,FeCuS2,122,tetragonal,rruff_amcsd_0009476,Cu1|Fe1|S2::sg::122,rruff,fit_quality_filtered,9.613473589459893,12.102590692054644,0.9795457707527166,1.0,0.9487232348410826,[],real_spectra/FeCuS2_122/FeCuS2_122.xy,real_spectra/FeCuS2_122/FeCuS2_122.cif
FeS_160,opXRD,opXRD:000306,306,opXRD:000306,opxrd__000306,,not_recorded_in_manifest,FeS,FeS,FeS,160,trigonal_hex,opxrd_000306,Fe1|S1::sg::160,opxrd,fit_quality_filtered,26.167234158392418,52.9438066966334,0.6583370133479914,0.7142857142857143,0.8918262832703298,"[""marginal_peak_match""]",real_spectra/FeS_160/FeS_160.xy,real_spectra/FeS_160/FeS_160.cif
FeSb6(Pb2S7)2_14,RRUFF,RRUFF:R050430-1,R050430-1,RRUFF:R050430-1,rruff__R050430-1,https://rruff.info/R050430,inferred_from_rruff_id,FeSb6(Pb2S7)2,FeSb6(Pb2S7)2,FeSb6(Pb2S7)2,14,monoclinic,rruff_amcsd_0010581,Fe1|Pb4|S14|Sb6::sg::14,rruff,fit_quality_filtered,29.64889195510309,27.749862469591434,0.668439269268952,0.5,0.8146817011876432,[],real_spectra/FeSb6(Pb2S7)2_14/FeSb6(Pb2S7)2_14.xy,real_spectra/FeSb6(Pb2S7)2_14/FeSb6(Pb2S7)2_14.cif
FeWO2_1,opXRD,opXRD:000365,365,opXRD:000365,opxrd__000365,,not_recorded_in_manifest,FeWO2,FeWO2,FeWO2,1,triclinic,opxrd_000365,Fe1|O2|W1::sg::1,opxrd,fit_quality_filtered,24.54974449387313,30.329399800831318,0.8265776793596097,0.75,0.7853949531726986,[],real_spectra/FeWO2_1/FeWO2_1.xy,real_spectra/FeWO2_1/FeWO2_1.cif
FeWO4_13,RRUFF,RRUFF:R050632-1,R050632-1,RRUFF:R050632-1,rruff__R050632-1,https://rruff.info/R050632,inferred_from_rruff_id,FeWO4,FeWO4,FeWO4,13,monoclinic,rruff_amcsd_0000230,Fe1|O4|W1::sg::13,rruff,fit_quality_filtered,22.775462509691604,24.23849138018234,0.9190393370892389,0.875,0.7889004102565953,[],real_spectra/FeWO4_13/FeWO4_13.xy,real_spectra/FeWO4_13/FeWO4_13.cif
HC2_1,opXRD,opXRD:000130,130,opXRD:000130,opxrd__000130,,not_recorded_in_manifest,HC2,HC2,HC2,1,triclinic,opxrd_000130,C2|H1::sg::1,opxrd,fit_quality_filtered,4.150269140234387,4.267360030573842,0.9996792675701043,0.5,0.010866594689709878,"[""marginal_peak_match""]",real_spectra/HC2_1/HC2_1.xy,real_spectra/HC2_1/HC2_1.cif
HPbClO_12,RRUFF,RRUFF:R050271-1,R050271-1,RRUFF:R050271-1,rruff__R050271-1,https://rruff.info/R050271,inferred_from_rruff_id,HPbClO,HPbClO,HPbClO,12,monoclinic,rruff_amcsd_0014500,Cl1|H1|O1|Pb1::sg::12,rruff,fit_quality_filtered,25.338439575433597,23.05752320588076,0.974138147491931,1.0,0.6384017266594753,[],real_spectra/HPbClO_12/HPbClO_12.xy,real_spectra/HPbClO_12/HPbClO_12.cif
HPbClO_6,opXRD,opXRD:000198,198,opXRD:000198,opxrd__000198,,not_recorded_in_manifest,HPbClO,HPbClO,HPbClO,6,monoclinic,opxrd_000198,Cl1|H1|O1|Pb1::sg::6,opxrd,fit_quality_filtered,0.7718142584000718,0.8364480647054185,0.9999862226222535,0.5,0.11467377082454122,[],real_spectra/HPbClO_6/HPbClO_6.xy,real_spectra/HPbClO_6/HPbClO_6.cif
Hg(SbS2)4_15,RRUFF,RRUFF:R050453-1,R050453-1,RRUFF:R050453-1,rruff__R050453-1,https://rruff.info/R050453,inferred_from_rruff_id,Hg(SbS2)4,Hg(SbS2)4,Hg(SbS2)4,15,monoclinic,rruff_amcsd_0010580,Hg1|S8|Sb4::sg::15,rruff,fit_quality_filtered,18.4370778121358,23.224188671468287,0.9639183965391782,0.75,0.4773482562344111,[],real_spectra/Hg(SbS2)4_15/Hg(SbS2)4_15.xy,real_spectra/Hg(SbS2)4_15/Hg(SbS2)4_15.cif
HgS_183,opXRD,opXRD:000615,615,opXRD:000615,opxrd__000615,,not_recorded_in_manifest,HgS,HgS,HgS,183,hexagonal,opxrd_000564,Hg1|S1::sg::183,opxrd,fit_quality_filtered,13.457139500835885,13.245564203506227,0.9969186051653324,0.625,0.6156879970566559,[],real_spectra/HgS_183/HgS_183.xy,real_spectra/HgS_183/HgS_183.cif
HgSe_216,RRUFF,RRUFF:R050550-1,R050550-1,RRUFF:R050550-1,rruff__R050550-1,https://rruff.info/R050550,inferred_from_rruff_id,HgSe,HgSe,HgSe,216,cubic,rruff_amcsd_0000050,Hg1|Se1::sg::216,rruff,fit_quality_filtered,28.514545119746277,24.594063394357196,0.9580419891242229,1.0,0.6856931907541304,[],real_spectra/HgSe_216/HgSe_216.xy,real_spectra/HgSe_216/HgSe_216.cif
K2Ca2Mg(S2O9)2_2,RRUFF,RRUFF:R070209-1,R070209-1,RRUFF:R070209-1,rruff__R070209-1,https://rruff.info/R070209,inferred_from_rruff_id,K2Ca2Mg(S2O9)2,K2Ca2Mg(S2O9)2,K2Ca2Mg(S2O9)2,2,triclinic,rruff_amcsd_0010450,Ca2|K2|Mg1|O18|S4::sg::2,rruff,fit_quality_filtered,44.128158061682534,45.700827204207975,0.7980763940164154,0.75,0.5128415168245072,[],real_spectra/K2Ca2Mg(S2O9)2_2/K2Ca2Mg(S2O9)2_2.xy,real_spectra/K2Ca2Mg(S2O9)2_2/K2Ca2Mg(S2O9)2_2.cif
K2Ca5S6O25_15,RRUFF,RRUFF:R060578-1,R060578-1,RRUFF:R060578-1,rruff__R060578-1,https://rruff.info/R060578,inferred_from_rruff_id,K2Ca5S6O25,K2Ca5S6O25,K2Ca5S6O25,15,monoclinic,rruff_amcsd_0010819,Ca5|K2|O25|S6::sg::15,rruff,fit_quality_filtered,39.580690082535504,34.86706365848396,0.9729292567797848,1.0,0.5434364923764903,[],real_spectra/K2Ca5S6O25_15/K2Ca5S6O25_15.xy,real_spectra/K2Ca5S6O25_15/K2Ca5S6O25_15.cif
K2CaH2S2O9_11,RRUFF,RRUFF:R061002-1,R061002-1,RRUFF:R061002-1,rruff__R061002-1,https://rruff.info/R061002,inferred_from_rruff_id,K2CaH2S2O9,K2CaH2S2O9,K2CaH2S2O9,11,monoclinic,rruff_amcsd_0010642,Ca1|H2|K2|O9|S2::sg::11,rruff,fit_quality_filtered,43.98210703099629,44.90644480621139,0.7250386364892039,0.75,0.4517940748537472,[],real_spectra/K2CaH2S2O9_11/K2CaH2S2O9_11.xy,real_spectra/K2CaH2S2O9_11/K2CaH2S2O9_11.cif
