query_id,eval_id,sample_name,target_formula,target_formula_key,formula_group_id,target_space_group,target_space_group_symbol,target_crystal_system,target_phase_id,target_database,target_database_id,target_cif_path,mapping_basis,notes
gen_0407,BiO2_8,BiO2_8,BiO2,BiO2,Bi1|O2::sg::8,8,Cm,monoclinic,mp-1044867,materials_project,mp-1044867,generated_spectra/all_1500/BiO2_8/BiO2_8.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0408,BiO2_87,BiO2_87,BiO2,BiO2,Bi1|O2::sg::87,87,I4/m,tetragonal,mp-1402765,materials_project,mp-1402765,generated_spectra/all_1500/BiO2_87/BiO2_87.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0409,BiPO4_4,BiPO4_4,BiPO4,BiPO4,Bi1|O4|P1::sg::4,4,P2_1,monoclinic,cod_9008089,cod,9008089,generated_spectra/all_1500/BiPO4_4/BiPO4_4.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0410,BiSe_164,BiSe_164,BiSe,BiSe,Bi1|Se1::sg::164,164,P-3m1,trigonal,mp-27902,materials_project,mp-27902,generated_spectra/all_1500/BiSe_164/BiSe_164.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0411,Bi_11,Bi_11,Bi,Bi,Bi1::sg::11,11,P2_1/m,monoclinic,mp-1182070,materials_project,mp-1182070,generated_spectra/all_1500/Bi_11/Bi_11.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0412,Bi_12,Bi_12,Bi,Bi,Bi1::sg::12,12,C2/m,monoclinic,mp-23157,materials_project,mp-23157,generated_spectra/all_1500/Bi_12/Bi_12.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0413,Bi_139,Bi_139,Bi,Bi,Bi1::sg::139,139,I4/mmm,tetragonal,mp-568714,materials_project,mp-568714,generated_spectra/all_1500/Bi_139/Bi_139.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0414,Bi_140,Bi_140,Bi,Bi,Bi1::sg::140,140,I4/mcm,tetragonal,mp-568087,materials_project,mp-568087,generated_spectra/all_1500/Bi_140/Bi_140.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0415,Bi_166,Bi_166,Bi,Bi,Bi1::sg::166,166,R-3m,trigonal,mp-23152,materials_project,mp-23152,generated_spectra/all_1500/Bi_166/Bi_166.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0416,Bi_191,Bi_191,Bi,Bi,Bi1::sg::191,191,P6/mmm,hexagonal,cod_4002410,cod,4002410,generated_spectra/all_1500/Bi_191/Bi_191.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0417,Bi_194,Bi_194,Bi,Bi,Bi1::sg::194,194,P6_3/mmc,hexagonal,cod_9011614,cod,9011614,generated_spectra/all_1500/Bi_194/Bi_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0418,Bi_221,Bi_221,Bi,Bi,Bi1::sg::221,221,Pm-3m,cubic,mp-567597,materials_project,mp-567597,generated_spectra/all_1500/Bi_221/Bi_221.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0419,Bi_229,Bi_229,Bi,Bi,Bi1::sg::229,229,Im-3m,cubic,mp-568610,materials_project,mp-568610,generated_spectra/all_1500/Bi_229/Bi_229.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0420,Bi_51,Bi_51,Bi,Bi,Bi1::sg::51,51,Pmma,orthorhombic,mp-1096851,materials_project,mp-1096851,generated_spectra/all_1500/Bi_51/Bi_51.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0421,Bi_64,Bi_64,Bi,Bi,Bi1::sg::64,64,Cmce,orthorhombic,mp-1078637,materials_project,mp-1078637,generated_spectra/all_1500/Bi_64/Bi_64.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0422,Bk(IO3)3_14,Bk(IO3)3_14,Bk(IO3)3,Bk(IO3)3,Bk1|I3|O9::sg::14,14,P2_1/c,monoclinic,cod_4126398,cod,4126398,generated_spectra/all_1500/Bk(IO3)3_14/Bk(IO3)3_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0423,BkO_225,BkO_225,BkO,BkO,Bk1|O1::sg::225,225,Fm-3m,cubic,cod_1528055,cod,1528055,generated_spectra/all_1500/BkO_225/BkO_225.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0424,Br2O3_14,Br2O3_14,Br2O3,Br2O3,Br2|O3::sg::14,14,P2_1/c,monoclinic,mp-28933,materials_project,mp-28933,generated_spectra/all_1500/Br2O3_14/Br2O3_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0425,Br2O_33,Br2O_33,Br2O,Br2O,Br2|O1::sg::33,33,Pna2_1,orthorhombic,mp-28460,materials_project,mp-28460,generated_spectra/all_1500/Br2O_33/Br2O_33.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0426,BrN2_15,BrN2_15,BrN2,BrN2,Br1|N2::sg::15,15,C2/c,monoclinic,cod_2310941,cod,2310941,generated_spectra/all_1500/BrN2_15/BrN2_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0427,BrO2_14,BrO2_14,BrO2,BrO2,Br1|O2::sg::14,14,P2_1/c,monoclinic,mp-1182474,materials_project,mp-1182474,generated_spectra/all_1500/BrO2_14/BrO2_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0428,BrO3_41,BrO3_41,BrO3,BrO3,Br1|O3::sg::41,41,Aea2,orthorhombic,mp-1182115,materials_project,mp-1182115,generated_spectra/all_1500/BrO3_41/BrO3_41.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0429,BrO4_4,BrO4_4,BrO4,BrO4,Br1|O4::sg::4,4,P2_1,monoclinic,mp-1182418,materials_project,mp-1182418,generated_spectra/all_1500/BrO4_4/BrO4_4.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0430,BrO_160,BrO_160,BrO,BrO,Br1|O1::sg::160,160,R3m,trigonal,mp-1181998,materials_project,mp-1181998,generated_spectra/all_1500/BrO_160/BrO_160.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0431,BrO_166,BrO_166,BrO,BrO,Br1|O1::sg::166,166,R-3m,trigonal,mp-1207019,materials_project,mp-1207019,generated_spectra/all_1500/BrO_166/BrO_166.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0432,Br_139,Br_139,Br,Br,Br1::sg::139,139,I4/mmm,tetragonal,mp-1010048,materials_project,mp-1010048,generated_spectra/all_1500/Br_139/Br_139.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0433,Br_221,Br_221,Br,Br,Br1::sg::221,221,Pm-3m,cubic,mp-1062055,materials_project,mp-1062055,generated_spectra/all_1500/Br_221/Br_221.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0434,Br_225,Br_225,Br,Br,Br1::sg::225,225,Fm-3m,cubic,mp-998861,materials_project,mp-998861,generated_spectra/all_1500/Br_225/Br_225.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0435,Br_229,Br_229,Br,Br,Br1::sg::229,229,Im-3m,cubic,mp-673171,materials_project,mp-673171,generated_spectra/all_1500/Br_229/Br_229.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0436,Br_64,Br_64,Br,Br,Br1::sg::64,64,Cmce,orthorhombic,mp-23154,materials_project,mp-23154,generated_spectra/all_1500/Br_64/Br_64.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0437,Br_70,Br_70,Br,Br,Br1::sg::70,70,Fddd,orthorhombic,mp-1120813,materials_project,mp-1120813,generated_spectra/all_1500/Br_70/Br_70.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0438,Br_71,Br_71,Br,Br,Br1::sg::71,71,Immm,orthorhombic,mp-998864,materials_project,mp-998864,generated_spectra/all_1500/Br_71/Br_71.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0439,C10F3_9,C10F3_9,C10F3,C10F3,C10|F3::sg::9,9,Cc,monoclinic,mp-647169,materials_project,mp-647169,generated_spectra/all_1500/C10F3_9/C10F3_9.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0440,C11F7_12,C11F7_12,C11F7,C11F7,C11|F7::sg::12,12,C2/m,monoclinic,mp-1588,materials_project,mp-1588,generated_spectra/all_1500/C11F7_12/C11F7_12.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0441,C13F7_2,C13F7_2,C13F7,C13F7,C13|F7::sg::2,2,P-1,triclinic,mp-1196461,materials_project,mp-1196461,generated_spectra/all_1500/C13F7_2/C13F7_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0442,C17F5_11,C17F5_11,C17F5,C17F5,C17|F5::sg::11,11,P2_1/m,monoclinic,mp-644802,materials_project,mp-644802,generated_spectra/all_1500/C17F5_11/C17F5_11.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0443,C2F_148,C2F_148,C2F,C2F,C2|F1::sg::148,148,R-3,trigonal,mp-683965,materials_project,mp-683965,generated_spectra/all_1500/C2F_148/C2F_148.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0444,C3S8_2,C3S8_2,C3S8,C3S8,C3|S8::sg::2,2,P-1,triclinic,mp-30078,materials_project,mp-30078,generated_spectra/all_1500/C3S8_2/C3S8_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0445,C4O3_1,C4O3_1,C4O3,C4O3,C4|O3::sg::1,1,P1,triclinic,mp-1001608,materials_project,mp-1001608,generated_spectra/all_1500/C4O3_1/C4O3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0446,C61O2_14,C61O2_14,C61O2,C61O2,C61|O2::sg::14,14,P2_1/c,monoclinic,mp-1197923,materials_project,mp-1197923,generated_spectra/all_1500/C61O2_14/C61O2_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0447,CF_176,CF_176,CF,CF,C1|F1::sg::176,176,P6_3/m,hexagonal,mp-1214158,materials_project,mp-1214158,generated_spectra/all_1500/CF_176/CF_176.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0448,CN_14,CN_14,CN,CN,C1|N1::sg::14,14,P2_1/c,monoclinic,mp-736227,materials_project,mp-736227,generated_spectra/all_1500/CN_14/CN_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0449,CO2_122,CO2_122,CO2,CO2,C1|O2::sg::122,122,I-42d,tetragonal,mp-1077316,materials_project,mp-1077316,generated_spectra/all_1500/CO2_122/CO2_122.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0450,CO2_136,CO2_136,CO2,CO2,C1|O2::sg::136,136,P4_2/mnm,tetragonal,mp-644607,materials_project,mp-644607,generated_spectra/all_1500/CO2_136/CO2_136.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0451,CO2_14,CO2_14,CO2,CO2,C1|O2::sg::14,14,P2_1/c,monoclinic,mp-995198,materials_project,mp-995198,generated_spectra/all_1500/CO2_14/CO2_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0452,CO2_167,CO2_167,CO2,CO2,C1|O2::sg::167,167,R-3c,trigonal,mp-1190699,materials_project,mp-1190699,generated_spectra/all_1500/CO2_167/CO2_167.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0453,CO2_19,CO2_19,CO2,CO2,C1|O2::sg::19,19,P2_12_12_1,orthorhombic,mp-1190685,materials_project,mp-1190685,generated_spectra/all_1500/CO2_19/CO2_19.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0454,CO2_33,CO2_33,CO2,CO2,C1|O2::sg::33,33,Pna2_1,orthorhombic,mp-729728,materials_project,mp-729728,generated_spectra/all_1500/CO2_33/CO2_33.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0455,CO_161,CO_161,CO,CO,C1|O1::sg::161,161,R3c,trigonal,mp-556660,materials_project,mp-556660,generated_spectra/all_1500/CO_161/CO_161.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0456,CO_19,CO_19,CO,CO,C1|O1::sg::19,19,P2_12_12_1,orthorhombic,mp-729933,materials_project,mp-729933,generated_spectra/all_1500/CO_19/CO_19.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0457,CO_198,CO_198,CO,CO,C1|O1::sg::198,198,P2_13,cubic,mp-11875,materials_project,mp-11875,generated_spectra/all_1500/CO_198/CO_198.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0458,CO_62,CO_62,CO,CO,C1|O1::sg::62,62,Pnma,orthorhombic,mp-995183,materials_project,mp-995183,generated_spectra/all_1500/CO_62/CO_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0459,CS14_166,CS14_166,CS14,CS14,C1|S14::sg::166,166,R-3m,trigonal,mp-27814,materials_project,mp-27814,generated_spectra/all_1500/CS14_166/CS14_166.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0460,CS2_64,CS2_64,CS2,CS2,C1|S2::sg::64,64,Cmce,orthorhombic,mp-2232,materials_project,mp-2232,generated_spectra/all_1500/CS2_64/CS2_64.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0461,CS5_62,CS5_62,CS5,CS5,C1|S5::sg::62,62,Pnma,orthorhombic,mp-1215005,materials_project,mp-1215005,generated_spectra/all_1500/CS5_62/CS5_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0462,CS_129,CS_129,CS,CS,C1|S1::sg::129,129,P4/nmm,tetragonal,mp-1147643,materials_project,mp-1147643,generated_spectra/all_1500/CS_129/CS_129.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0463,CSe2_64,CSe2_64,CSe2,CSe2,C1|Se2::sg::64,64,Cmce,orthorhombic,mp-1071625,materials_project,mp-1071625,generated_spectra/all_1500/CSe2_64/CSe2_64.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0464,C_10,C_10,C,C,C1::sg::10,10,P2/m,monoclinic,mp-1182029,materials_project,mp-1182029,generated_spectra/all_1500/C_10/C_10.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0465,C_11,C_11,C,C,C1::sg::11,11,P2_1/m,monoclinic,mp-2647017,materials_project,mp-2647017,generated_spectra/all_1500/C_11/C_11.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0466,C_139,C_139,C,C,C1::sg::139,139,I4/mmm,tetragonal,mp-1008395,materials_project,mp-1008395,generated_spectra/all_1500/C_139/C_139.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0467,C_164,C_164,C,C,C1::sg::164,164,P-3m1,trigonal,mp-990424,materials_project,mp-990424,generated_spectra/all_1500/C_164/C_164.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0468,C_166,C_166,C,C,C1::sg::166,166,R-3m,trigonal,mp-2516584,materials_project,mp-2516584,generated_spectra/all_1500/C_166/C_166.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0469,C_19,C_19,C,C,C1::sg::19,19,P2_12_12_1,orthorhombic,mp-1182684,materials_project,mp-1182684,generated_spectra/all_1500/C_19/C_19.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0470,C_191,C_191,C,C,C1::sg::191,191,P6/mmm,hexagonal,mp-990448,materials_project,mp-990448,generated_spectra/all_1500/C_191/C_191.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0471,C_194,C_194,C,C,C1::sg::194,194,P6_3/mmc,hexagonal,mp-48,materials_project,mp-48,generated_spectra/all_1500/C_194/C_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0472,C_202,C_202,C,C,C1::sg::202,202,Fm-3,cubic,mp-667273,materials_project,mp-667273,generated_spectra/all_1500/C_202/C_202.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0473,C_205,C_205,C,C,C1::sg::205,205,Pa-3,cubic,mp-1196583,materials_project,mp-1196583,generated_spectra/all_1500/C_205/C_205.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0474,C_206,C_206,C,C,C1::sg::206,206,Ia-3,cubic,mp-24,materials_project,mp-24,generated_spectra/all_1500/C_206/C_206.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0475,C_214,C_214,C,C,C1::sg::214,214,I4_132,cubic,mp-1018088,materials_project,mp-1018088,generated_spectra/all_1500/C_214/C_214.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0476,C_58,C_58,C,C,C1::sg::58,58,Pnnm,orthorhombic,mp-568028,materials_project,mp-568028,generated_spectra/all_1500/C_58/C_58.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0477,C_62,C_62,C,C,C1::sg::62,62,Pnma,orthorhombic,mp-1196857,materials_project,mp-1196857,generated_spectra/all_1500/C_62/C_62.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0478,Ca(IO3)2_11,Ca(IO3)2_11,Ca(IO3)2,Ca(IO3)2,Ca1|I2|O6::sg::11,11,P2_1/m,monoclinic,cod_5910035,cod,5910035,generated_spectra/all_1500/Ca(IO3)2_11/Ca(IO3)2_11.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0479,Ca11(PO4)7_161,Ca11(PO4)7_161,Ca11(PO4)7,Ca11(PO4)7,Ca11|O28|P7::sg::161,161,R3c,trigonal,cod_1529466,cod,1529466,generated_spectra/all_1500/Ca11(PO4)7_161/Ca11(PO4)7_161.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0480,Ca2Ge_186,Ca2Ge_186,Ca2Ge,Ca2Ge,Ca2|Ge1::sg::186,186,P6_3mc,hexagonal,cod_1535808,cod,1535808,generated_spectra/all_1500/Ca2Ge_186/Ca2Ge_186.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0481,Ca2O3_1,Ca2O3_1,Ca2O3,Ca2O3,Ca2|O3::sg::1,1,P1,triclinic,mp-1120811,materials_project,mp-1120811,generated_spectra/all_1500/Ca2O3_1/Ca2O3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0482,Ca2P2O7_2,Ca2P2O7_2,Ca2P2O7,Ca2P2O7,Ca2|O7|P2::sg::2,2,P-1,triclinic,cod_1570298,cod,1570298,generated_spectra/all_1500/Ca2P2O7_2/Ca2P2O7_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0483,Ca2S2O9_154,Ca2S2O9_154,Ca2S2O9,Ca2S2O9,Ca2|O9|S2::sg::154,154,P3_221,trigonal,cod_1010918,cod,1010918,generated_spectra/all_1500/Ca2S2O9_154/Ca2S2O9_154.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0484,Ca2Sb_107,Ca2Sb_107,Ca2Sb,Ca2Sb,Ca2|Sb1::sg::107,107,I4mm,tetragonal,cod_2106328,cod,2106328,generated_spectra/all_1500/Ca2Sb_107/Ca2Sb_107.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0485,Ca2SiO5F_2,Ca2SiO5F_2,Ca2SiO5F,Ca2SiO5F,Ca2|F1|O5|Si1::sg::2,2,P-1,triclinic,cod_9007474,cod,9007474,generated_spectra/all_1500/Ca2SiO5F_2/Ca2SiO5F_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0486,Ca2ZrO20_119,Ca2ZrO20_119,Ca2ZrO20,Ca2ZrO20,Ca2|O20|Zr1::sg::119,119,I-4m2,tetragonal,cod_1529099,cod,1529099,generated_spectra/all_1500/Ca2ZrO20_119/Ca2ZrO20_119.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0487,Ca3(Al3Rh)4_194,Ca3(Al3Rh)4_194,Ca3(Al3Rh)4,Ca3(Al3Rh)4,Al12|Ca3|Rh4::sg::194,194,P6_3/mmc,hexagonal,cod_7704164,cod,7704164,generated_spectra/all_1500/Ca3(Al3Rh)4_194/Ca3(Al3Rh)4_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0488,Ca4B16O59_29,Ca4B16O59_29,Ca4B16O59,Ca4B16O59,B16|Ca4|O59::sg::29,29,Pca2_1,orthorhombic,cod_9013820,cod,9013820,generated_spectra/all_1500/Ca4B16O59_29/Ca4B16O59_29.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0489,Ca4Mg3Al5_194,Ca4Mg3Al5_194,Ca4Mg3Al5,Ca4Mg3Al5,Al5|Ca4|Mg3::sg::194,194,P6_3/mmc,hexagonal,cod_4313240,cod,4313240,generated_spectra/all_1500/Ca4Mg3Al5_194/Ca4Mg3Al5_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0490,Ca5(Si2O7)3_1,Ca5(Si2O7)3_1,Ca5(Si2O7)3,Ca5(Si2O7)3,Ca5|O21|Si6::sg::1,1,P1,triclinic,cod_9002244,cod,9002244,generated_spectra/all_1500/Ca5(Si2O7)3_1/Ca5(Si2O7)3_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0491,CaAl3Pd2_191,CaAl3Pd2_191,CaAl3Pd2,CaAl3Pd2,Al3|Ca1|Pd2::sg::191,191,P6/mmm,hexagonal,cod_1552428,cod,1552428,generated_spectra/all_1500/CaAl3Pd2_191/CaAl3Pd2_191.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0492,CaAlSiO4_2,CaAlSiO4_2,CaAlSiO4,CaAlSiO4,Al1|Ca1|O4|Si1::sg::2,2,P-1,triclinic,cod_9001260,cod,9001260,generated_spectra/all_1500/CaAlSiO4_2/CaAlSiO4_2.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0493,CaCl_129,CaCl_129,CaCl,CaCl,Ca1|Cl1::sg::129,129,P4/nmm,tetragonal,cod_9008985,cod,9008985,generated_spectra/all_1500/CaCl_129/CaCl_129.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0494,CaGe2O5_1,CaGe2O5_1,CaGe2O5,CaGe2O5,Ca1|Ge2|O5::sg::1,1,P1,triclinic,cod_1530486,cod,1530486,generated_spectra/all_1500/CaGe2O5_1/CaGe2O5_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0495,CaMg6(Ga3Se8)2_174,CaMg6(Ga3Se8)2_174,CaMg6(Ga3Se8)2,CaMg6(Ga3Se8)2,Ca1|Ga6|Mg6|Se16::sg::174,174,P-6,hexagonal,cod_1571333,cod,1571333,generated_spectra/all_1500/CaMg6(Ga3Se8)2_174/CaMg6(Ga3Se8)2_174.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0496,CaMn3O2_1,CaMn3O2_1,CaMn3O2,CaMn3O2,Ca1|Mn3|O2::sg::1,1,P1,triclinic,cod_2104443,cod,2104443,generated_spectra/all_1500/CaMn3O2_1/CaMn3O2_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0497,CaMoO4_15,CaMoO4_15,CaMoO4,CaMoO4,Ca1|Mo1|O4::sg::15,15,C2/c,monoclinic,cod_8100225,cod,8100225,generated_spectra/all_1500/CaMoO4_15/CaMoO4_15.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0498,CaN2O9_14,CaN2O9_14,CaN2O9,CaN2O9,Ca1|N2|O9::sg::14,14,P2_1/c,monoclinic,cod_2106377,cod,2106377,generated_spectra/all_1500/CaN2O9_14/CaN2O9_14.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0499,CaNi5_44,CaNi5_44,CaNi5,CaNi5,Ca1|Ni5::sg::44,44,Imm2,orthorhombic,cod_1535826,cod,1535826,generated_spectra/all_1500/CaNi5_44/CaNi5_44.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0500,CaO10_124,CaO10_124,CaO10,CaO10,Ca1|O10::sg::124,124,P4/mcc,tetragonal,mp-1182382,materials_project,mp-1182382,generated_spectra/all_1500/CaO10_124/CaO10_124.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0501,CaO_1,CaO_1,CaO,CaO,Ca1|O1::sg::1,1,P1,triclinic,mp-1245305,materials_project,mp-1245305,generated_spectra/all_1500/CaO_1/CaO_1.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0502,CaO_139,CaO_139,CaO,CaO,Ca1|O1::sg::139,139,I4/mmm,tetragonal,mp-1064492,materials_project,mp-1064492,generated_spectra/all_1500/CaO_139/CaO_139.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0503,CaPO3_96,CaPO3_96,CaPO3,CaPO3,Ca1|O3|P1::sg::96,96,P4_32_12,tetragonal,cod_7247109,cod,7247109,generated_spectra/all_1500/CaPO3_96/CaPO3_96.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0504,Ca_123,Ca_123,Ca,Ca,Ca1::sg::123,123,P4/mmm,tetragonal,mp-1227541,materials_project,mp-1227541,generated_spectra/all_1500/Ca_123/Ca_123.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0505,Ca_139,Ca_139,Ca,Ca,Ca1::sg::139,139,I4/mmm,tetragonal,mp-166,materials_project,mp-166,generated_spectra/all_1500/Ca_139/Ca_139.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0506,Ca_140,Ca_140,Ca,Ca,Ca1::sg::140,140,I4/mcm,tetragonal,mp-1008498,materials_project,mp-1008498,generated_spectra/all_1500/Ca_140/Ca_140.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0507,Ca_194,Ca_194,Ca,Ca,Ca1::sg::194,194,P6_3/mmc,hexagonal,mp-132,materials_project,mp-132,generated_spectra/all_1500/Ca_194/Ca_194.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0508,Ca_221,Ca_221,Ca,Ca,Ca1::sg::221,221,Pm-3m,cubic,mp-10683,materials_project,mp-10683,generated_spectra/all_1500/Ca_221/Ca_221.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0509,Ca_225,Ca_225,Ca,Ca,Ca1::sg::225,225,Fm-3m,cubic,mp-45,materials_project,mp-45,generated_spectra/all_1500/Ca_225/Ca_225.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0510,Ca_229,Ca_229,Ca,Ca,Ca1::sg::229,229,Im-3m,cubic,mp-21,materials_project,mp-21,generated_spectra/all_1500/Ca_229/Ca_229.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0511,Ca_63,Ca_63,Ca,Ca,Ca1::sg::63,63,Cmcm,orthorhombic,mp-1064227,materials_project,mp-1064227,generated_spectra/all_1500/Ca_63/Ca_63.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0512,Ca_64,Ca_64,Ca,Ca,Ca1::sg::64,64,Cmce,orthorhombic,mp-1067285,materials_project,mp-1067285,generated_spectra/all_1500/Ca_64/Ca_64.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0513,Ca_92,Ca_92,Ca,Ca,Ca1::sg::92,92,P4_12_12,tetragonal,mp-1078638,materials_project,mp-1078638,generated_spectra/all_1500/Ca_92/Ca_92.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0514,Cd(BiO3)2_150,Cd(BiO3)2_150,Cd(BiO3)2,Cd(BiO3)2,Bi2|Cd1|O6::sg::150,150,P321,trigonal,cod_1544912,cod,1544912,generated_spectra/all_1500/Cd(BiO3)2_150/Cd(BiO3)2_150.cif,benchmark_target_mapping,Target CIF path is relative to this release.
gen_0515,Cd31Se20_63,Cd31Se20_63,Cd31Se20,Cd31Se20,Cd31|Se20::sg::63,63,Cmcm,orthorhombic,cod_4122274,cod,4122274,generated_spectra/all_1500/Cd31Se20_63/Cd31Se20_63.cif,benchmark_target_mapping,Target CIF path is relative to this release.
