query_id,eval_id,sample_name,subset,source_type,source_database,source_origin,source_id,original_url,original_url_note,formula,formula_sum_from_cif,space_group,space_group_symbol,crystal_system,phase_id,target_phase_id,candidate_source_origin,spectrum_path,cif_path,json_path,theta_min_deg,theta_max_deg,num_points,intensity_min,intensity_max,is_real_spectrum,is_generated_spectrum,is_diagnostic_example,fit_status,warning_flags,notes
gen_0566,CmSe2_129,CmSe2_129,generated_spectra,physically_constrained_generated,cod,cod,cod_9008340,,,CmSe2,,129,P4/nmm,tetragonal,cod_9008340,cod_9008340,,generated_spectra/all_1500/CmSe2_129/CmSe2_129.xy,generated_spectra/all_1500/CmSe2_129/CmSe2_129.cif,generated_spectra/all_1500/CmSe2_129/CmSe2_129.json,5.0,90.0,8501,3.0368762,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0567,CmSi2_141,CmSi2_141,generated_spectra,physically_constrained_generated,cod,cod,cod_1536282,,,CmSi2,,141,I4_1/amd,tetragonal,cod_1536282,cod_1536282,,generated_spectra/all_1500/CmSi2_141/CmSi2_141.xy,generated_spectra/all_1500/CmSi2_141/CmSi2_141.cif,generated_spectra/all_1500/CmSi2_141/CmSi2_141.json,5.0,90.0,8501,0.76142126,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0568,CmSi_62,CmSi_62,generated_spectra,physically_constrained_generated,cod,cod,cod_1536275,,,CmSi,,62,Pnma,orthorhombic,cod_1536275,cod_1536275,,generated_spectra/all_1500/CmSi_62/CmSi_62.xy,generated_spectra/all_1500/CmSi_62/CmSi_62.cif,generated_spectra/all_1500/CmSi_62/CmSi_62.json,5.0,90.0,8501,0.38265306,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0569,Co(HN2)4_20,Co(HN2)4_20,generated_spectra,physically_constrained_generated,cod,cod,cod_4339292,,,Co(HN2)4,,20,C222_1,orthorhombic,cod_4339292,cod_4339292,,generated_spectra/all_1500/Co(HN2)4_20/Co(HN2)4_20.xy,generated_spectra/all_1500/Co(HN2)4_20/Co(HN2)4_20.cif,generated_spectra/all_1500/Co(HN2)4_20/Co(HN2)4_20.json,5.0,90.0,8501,1.0479517,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0570,Co12P7_174,Co12P7_174,generated_spectra,physically_constrained_generated,cod,cod,cod_2243664,,,Co12P7,,174,P-6,hexagonal,cod_2243664,cod_2243664,,generated_spectra/all_1500/Co12P7_174/Co12P7_174.xy,generated_spectra/all_1500/Co12P7_174/Co12P7_174.cif,generated_spectra/all_1500/Co12P7_174/Co12P7_174.json,5.0,90.0,8501,0.55607045,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0571,Co15O28_2,Co15O28_2,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-766681,,,Co15O28,,2,P-1,triclinic,mp-766681,mp-766681,,generated_spectra/all_1500/Co15O28_2/Co15O28_2.xy,generated_spectra/all_1500/Co15O28_2/Co15O28_2.cif,generated_spectra/all_1500/Co15O28_2/Co15O28_2.json,5.0,90.0,8501,0.57710803,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0572,Co2P3O20_2,Co2P3O20_2,generated_spectra,physically_constrained_generated,cod,cod,cod_1519050,,,Co2P3O20,,2,P-1,triclinic,cod_1519050,cod_1519050,,generated_spectra/all_1500/Co2P3O20_2/Co2P3O20_2.xy,generated_spectra/all_1500/Co2P3O20_2/Co2P3O20_2.cif,generated_spectra/all_1500/Co2P3O20_2/Co2P3O20_2.json,5.0,90.0,8501,0.74576271,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0573,CoAsO4_1,CoAsO4_1,generated_spectra,physically_constrained_generated,cod,cod,cod_2104862,,,CoAsO4,,1,P1,triclinic,cod_2104862,cod_2104862,,generated_spectra/all_1500/CoAsO4_1/CoAsO4_1.xy,generated_spectra/all_1500/CoAsO4_1/CoAsO4_1.cif,generated_spectra/all_1500/CoAsO4_1/CoAsO4_1.json,5.0,90.0,8501,0.92356688,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0574,CoAs_63,CoAs_63,generated_spectra,physically_constrained_generated,cod,cod,cod_9008927,,,CoAs,,63,Cmcm,orthorhombic,cod_9008927,cod_9008927,,generated_spectra/all_1500/CoAs_63/CoAs_63.xy,generated_spectra/all_1500/CoAs_63/CoAs_63.cif,generated_spectra/all_1500/CoAs_63/CoAs_63.json,5.0,90.0,8501,0.97826087,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0575,CoN14_62,CoN14_62,generated_spectra,physically_constrained_generated,cod,cod,cod_2310647,,,CoN14,,62,Pnma,orthorhombic,cod_2310647,cod_2310647,,generated_spectra/all_1500/CoN14_62/CoN14_62.xy,generated_spectra/all_1500/CoN14_62/CoN14_62.cif,generated_spectra/all_1500/CoN14_62/CoN14_62.json,5.0,90.0,8501,4.79825544,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0576,CoO2_1,CoO2_1,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-1245119,,,CoO2,,1,P1,triclinic,mp-1245119,mp-1245119,,generated_spectra/all_1500/CoO2_1/CoO2_1.xy,generated_spectra/all_1500/CoO2_1/CoO2_1.cif,generated_spectra/all_1500/CoO2_1/CoO2_1.json,5.0,90.0,8501,0.21857923,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0577,CoO2_2,CoO2_2,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-1278455,,,CoO2,,2,P-1,triclinic,mp-1278455,mp-1278455,,generated_spectra/all_1500/CoO2_2/CoO2_2.xy,generated_spectra/all_1500/CoO2_2/CoO2_2.cif,generated_spectra/all_1500/CoO2_2/CoO2_2.json,5.0,90.0,8501,0.98978293,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0578,CoO_1,CoO_1,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-1245089,,,CoO,,1,P1,triclinic,mp-1245089,mp-1245089,,generated_spectra/all_1500/CoO_1/CoO_1.xy,generated_spectra/all_1500/CoO_1/CoO_1.cif,generated_spectra/all_1500/CoO_1/CoO_1.json,5.0,90.0,8501,0.71266598,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0579,Co_136,Co_136,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-1193227,,,Co,,136,P4_2/mnm,tetragonal,mp-1193227,mp-1193227,,generated_spectra/all_1500/Co_136/Co_136.xy,generated_spectra/all_1500/Co_136/Co_136.cif,generated_spectra/all_1500/Co_136/Co_136.json,5.0,90.0,8501,0.0,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0580,Co_139,Co_139,generated_spectra,physically_constrained_generated,cod,cod,cod_4105680,,,Co,,139,I4/mmm,tetragonal,cod_4105680,cod_4105680,,generated_spectra/all_1500/Co_139/Co_139.xy,generated_spectra/all_1500/Co_139/Co_139.cif,generated_spectra/all_1500/Co_139/Co_139.json,5.0,90.0,8501,0.45197743,100.00000763,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0581,Co_164,Co_164,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-1271142,,,Co,,164,P-3m1,trigonal,mp-1271142,mp-1271142,,generated_spectra/all_1500/Co_164/Co_164.xy,generated_spectra/all_1500/Co_164/Co_164.cif,generated_spectra/all_1500/Co_164/Co_164.json,5.0,90.0,8501,0.0,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0582,Co_186,Co_186,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-669382,,,Co,,186,P6_3mc,hexagonal,mp-669382,mp-669382,,generated_spectra/all_1500/Co_186/Co_186.xy,generated_spectra/all_1500/Co_186/Co_186.cif,generated_spectra/all_1500/Co_186/Co_186.json,5.0,90.0,8501,0.21645021,99.99999237,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0583,Co_194,Co_194,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-54,,,Co,,194,P6_3/mmc,hexagonal,mp-54,mp-54,,generated_spectra/all_1500/Co_194/Co_194.xy,generated_spectra/all_1500/Co_194/Co_194.cif,generated_spectra/all_1500/Co_194/Co_194.json,5.0,90.0,8501,0.79795724,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0584,Co_225,Co_225,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-102,,,Co,,225,Fm-3m,cubic,mp-102,mp-102,,generated_spectra/all_1500/Co_225/Co_225.xy,generated_spectra/all_1500/Co_225/Co_225.cif,generated_spectra/all_1500/Co_225/Co_225.json,5.0,90.0,8501,0.56390977,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0585,Co_227,Co_227,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-1072089,,,Co,,227,Fd-3m,cubic,mp-1072089,mp-1072089,,generated_spectra/all_1500/Co_227/Co_227.xy,generated_spectra/all_1500/Co_227/Co_227.cif,generated_spectra/all_1500/Co_227/Co_227.json,5.0,90.0,8501,13.36956692,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0586,Co_229,Co_229,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-2647057,,,Co,,229,Im-3m,cubic,mp-2647057,mp-2647057,,generated_spectra/all_1500/Co_229/Co_229.xy,generated_spectra/all_1500/Co_229/Co_229.cif,generated_spectra/all_1500/Co_229/Co_229.json,5.0,90.0,8501,0.22271717,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0587,Cr(ClO2)3_167,Cr(ClO2)3_167,generated_spectra,physically_constrained_generated,cod,cod,cod_1010199,,,Cr(ClO2)3,,167,R-3c,trigonal,cod_1010199,cod_1010199,,generated_spectra/all_1500/Cr(ClO2)3_167/Cr(ClO2)3_167.xy,generated_spectra/all_1500/Cr(ClO2)3_167/Cr(ClO2)3_167.cif,generated_spectra/all_1500/Cr(ClO2)3_167/Cr(ClO2)3_167.json,5.0,90.0,8501,0.41639975,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0588,Cr(NF2)3_225,Cr(NF2)3_225,generated_spectra,physically_constrained_generated,cod,cod,cod_1010137,,,Cr(NF2)3,,225,Fm-3m,cubic,cod_1010137,cod_1010137,,generated_spectra/all_1500/Cr(NF2)3_225/Cr(NF2)3_225.xy,generated_spectra/all_1500/Cr(NF2)3_225/Cr(NF2)3_225.cif,generated_spectra/all_1500/Cr(NF2)3_225/Cr(NF2)3_225.json,5.0,90.0,8501,0.2595717,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0589,Cr2B(PO4)3_143,Cr2B(PO4)3_143,generated_spectra,physically_constrained_generated,cod,cod,cod_8101262,,,Cr2B(PO4)3,,143,P3,trigonal,cod_8101262,cod_8101262,,generated_spectra/all_1500/Cr2B(PO4)3_143/Cr2B(PO4)3_143.xy,generated_spectra/all_1500/Cr2B(PO4)3_143/Cr2B(PO4)3_143.cif,generated_spectra/all_1500/Cr2B(PO4)3_143/Cr2B(PO4)3_143.json,5.0,90.0,8501,0.39037082,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0590,Cr2CuO4_122,Cr2CuO4_122,generated_spectra,physically_constrained_generated,cod,cod,cod_2310653,,,Cr2CuO4,,122,I-42d,tetragonal,cod_2310653,cod_2310653,,generated_spectra/all_1500/Cr2CuO4_122/Cr2CuO4_122.xy,generated_spectra/all_1500/Cr2CuO4_122/Cr2CuO4_122.cif,generated_spectra/all_1500/Cr2CuO4_122/Cr2CuO4_122.json,5.0,90.0,8501,0.6668784,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0591,Cr4(Bi4O11)3_159,Cr4(Bi4O11)3_159,generated_spectra,physically_constrained_generated,cod,cod,cod_9002510,,,Cr4(Bi4O11)3,,159,P31c,trigonal,cod_9002510,cod_9002510,,generated_spectra/all_1500/Cr4(Bi4O11)3_159/Cr4(Bi4O11)3_159.xy,generated_spectra/all_1500/Cr4(Bi4O11)3_159/Cr4(Bi4O11)3_159.cif,generated_spectra/all_1500/Cr4(Bi4O11)3_159/Cr4(Bi4O11)3_159.json,5.0,90.0,8501,0.49865746,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0592,Cr4Bi2O15_2,Cr4Bi2O15_2,generated_spectra,physically_constrained_generated,cod,cod,cod_1518231,,,Cr4Bi2O15,,2,P-1,triclinic,cod_1518231,cod_1518231,,generated_spectra/all_1500/Cr4Bi2O15_2/Cr4Bi2O15_2.xy,generated_spectra/all_1500/Cr4Bi2O15_2/Cr4Bi2O15_2.cif,generated_spectra/all_1500/Cr4Bi2O15_2/Cr4Bi2O15_2.json,5.0,90.0,8501,2.23214293,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0593,CrN12_1,CrN12_1,generated_spectra,physically_constrained_generated,cod,cod,cod_1557260,,,CrN12,,1,P1,triclinic,cod_1557260,cod_1557260,,generated_spectra/all_1500/CrN12_1/CrN12_1.xy,generated_spectra/all_1500/CrN12_1/CrN12_1.cif,generated_spectra/all_1500/CrN12_1/CrN12_1.json,5.0,90.0,8501,0.64446837,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0594,CrS_15,CrS_15,generated_spectra,physically_constrained_generated,cod,cod,cod_9007443,,,CrS,,15,C2/c,monoclinic,cod_9007443,cod_9007443,,generated_spectra/all_1500/CrS_15/CrS_15.xy,generated_spectra/all_1500/CrS_15/CrS_15.cif,generated_spectra/all_1500/CrS_15/CrS_15.json,5.0,90.0,8501,0.53831542,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0595,Cr_136,Cr_136,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-1192789,,,Cr,,136,P4_2/mnm,tetragonal,mp-1192789,mp-1192789,,generated_spectra/all_1500/Cr_136/Cr_136.xy,generated_spectra/all_1500/Cr_136/Cr_136.cif,generated_spectra/all_1500/Cr_136/Cr_136.json,5.0,90.0,8501,0.91984236,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0596,Cr_194,Cr_194,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-89,,,Cr,,194,P6_3/mmc,hexagonal,mp-89,mp-89,,generated_spectra/all_1500/Cr_194/Cr_194.xy,generated_spectra/all_1500/Cr_194/Cr_194.cif,generated_spectra/all_1500/Cr_194/Cr_194.json,5.0,90.0,8501,0.52501541,100.00000763,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0597,Cr_223,Cr_223,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-17,,,Cr,,223,Pm-3n,cubic,mp-17,mp-17,,generated_spectra/all_1500/Cr_223/Cr_223.xy,generated_spectra/all_1500/Cr_223/Cr_223.cif,generated_spectra/all_1500/Cr_223/Cr_223.json,5.0,90.0,8501,0.83199996,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0598,Cr_225,Cr_225,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-8633,,,Cr,,225,Fm-3m,cubic,mp-8633,mp-8633,,generated_spectra/all_1500/Cr_225/Cr_225.xy,generated_spectra/all_1500/Cr_225/Cr_225.cif,generated_spectra/all_1500/Cr_225/Cr_225.json,5.0,90.0,8501,0.11350737,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0599,Cr_229,Cr_229,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-90,,,Cr,,229,Im-3m,cubic,mp-90,mp-90,,generated_spectra/all_1500/Cr_229/Cr_229.xy,generated_spectra/all_1500/Cr_229/Cr_229.cif,generated_spectra/all_1500/Cr_229/Cr_229.json,5.0,90.0,8501,0.62827229,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0600,Cr_63,Cr_63,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-1059289,,,Cr,,63,Cmcm,orthorhombic,mp-1059289,mp-1059289,,generated_spectra/all_1500/Cr_63/Cr_63.xy,generated_spectra/all_1500/Cr_63/Cr_63.cif,generated_spectra/all_1500/Cr_63/Cr_63.json,5.0,90.0,8501,3.1768167,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0601,Cs2O_19,Cs2O_19,generated_spectra,physically_constrained_generated,cod,cod,cod_1535014,,,Cs2O,,19,P2_12_12_1,orthorhombic,cod_1535014,cod_1535014,,generated_spectra/all_1500/Cs2O_19/Cs2O_19.xy,generated_spectra/all_1500/Cs2O_19/Cs2O_19.cif,generated_spectra/all_1500/Cs2O_19/Cs2O_19.json,5.0,90.0,8501,1.46231723,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0602,Cs3Os_221,Cs3Os_221,generated_spectra,physically_constrained_generated,cod,cod,cod_1531179,,,Cs3Os,,221,Pm-3m,cubic,cod_1531179,cod_1531179,,generated_spectra/all_1500/Cs3Os_221/Cs3Os_221.xy,generated_spectra/all_1500/Cs3Os_221/Cs3Os_221.cif,generated_spectra/all_1500/Cs3Os_221/Cs3Os_221.json,5.0,90.0,8501,0.0,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0603,Cs3P3O10_14,Cs3P3O10_14,generated_spectra,physically_constrained_generated,cod,cod,cod_1534742,,,Cs3P3O10,,14,P2_1/c,monoclinic,cod_1534742,cod_1534742,,generated_spectra/all_1500/Cs3P3O10_14/Cs3P3O10_14.xy,generated_spectra/all_1500/Cs3P3O10_14/Cs3P3O10_14.cif,generated_spectra/all_1500/Cs3P3O10_14/Cs3P3O10_14.json,5.0,90.0,8501,0.0,100.00000763,false,true,true,,,diagnostic_slot=profile; generation_tier=strict_core
gen_0604,Cs4O7_220,Cs4O7_220,generated_spectra,physically_constrained_generated,cod,cod,cod_1010172,,,Cs4O7,,220,I-43d,cubic,cod_1010172,cod_1010172,,generated_spectra/all_1500/Cs4O7_220/Cs4O7_220.xy,generated_spectra/all_1500/Cs4O7_220/Cs4O7_220.cif,generated_spectra/all_1500/Cs4O7_220/Cs4O7_220.json,5.0,90.0,8501,0.0,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0605,Cs5Mo21S23_176,Cs5Mo21S23_176,generated_spectra,physically_constrained_generated,cod,cod,cod_2006738,,,Cs5Mo21S23,,176,P6_3/m,hexagonal,cod_2006738,cod_2006738,,generated_spectra/all_1500/Cs5Mo21S23_176/Cs5Mo21S23_176.xy,generated_spectra/all_1500/Cs5Mo21S23_176/Cs5Mo21S23_176.cif,generated_spectra/all_1500/Cs5Mo21S23_176/Cs5Mo21S23_176.json,5.0,90.0,8501,0.65851367,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0606,Cs5P5Se12_81,Cs5P5Se12_81,generated_spectra,physically_constrained_generated,cod,cod,cod_7102351,,,Cs5P5Se12,,81,P-4,tetragonal,cod_7102351,cod_7102351,,generated_spectra/all_1500/Cs5P5Se12_81/Cs5P5Se12_81.xy,generated_spectra/all_1500/Cs5P5Se12_81/Cs5P5Se12_81.cif,generated_spectra/all_1500/Cs5P5Se12_81/Cs5P5Se12_81.json,5.0,90.0,8501,0.0,100.0,false,true,false,,,diagnostic_slot=profile; generation_tier=strict_core
gen_0607,Cs6Mo7O31_2,Cs6Mo7O31_2,generated_spectra,physically_constrained_generated,cod,cod,cod_2003877,,,Cs6Mo7O31,,2,P-1,triclinic,cod_2003877,cod_2003877,,generated_spectra/all_1500/Cs6Mo7O31_2/Cs6Mo7O31_2.xy,generated_spectra/all_1500/Cs6Mo7O31_2/Cs6Mo7O31_2.cif,generated_spectra/all_1500/Cs6Mo7O31_2/Cs6Mo7O31_2.json,5.0,90.0,8501,0.89086866,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0608,CsAgO_119,CsAgO_119,generated_spectra,physically_constrained_generated,cod,cod,cod_1509281,,,CsAgO,,119,I-4m2,tetragonal,cod_1509281,cod_1509281,,generated_spectra/all_1500/CsAgO_119/CsAgO_119.xy,generated_spectra/all_1500/CsAgO_119/CsAgO_119.cif,generated_spectra/all_1500/CsAgO_119/CsAgO_119.json,5.0,90.0,8501,0.37907505,100.00000763,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0609,CsAlF4_120,CsAlF4_120,generated_spectra,physically_constrained_generated,cod,cod,cod_1000106,,,CsAlF4,,120,I-4c2,tetragonal,cod_1000106,cod_1000106,,generated_spectra/all_1500/CsAlF4_120/CsAlF4_120.xy,generated_spectra/all_1500/CsAlF4_120/CsAlF4_120.cif,generated_spectra/all_1500/CsAlF4_120/CsAlF4_120.json,5.0,90.0,8501,0.07867821,100.0,false,true,false,,,diagnostic_slot=profile; generation_tier=strict_core
gen_0610,CsAlO6_5,CsAlO6_5,generated_spectra,physically_constrained_generated,cod,cod,cod_7704133,,,CsAlO6,,5,C2,monoclinic,cod_7704133,cod_7704133,,generated_spectra/all_1500/CsAlO6_5/CsAlO6_5.xy,generated_spectra/all_1500/CsAlO6_5/CsAlO6_5.cif,generated_spectra/all_1500/CsAlO6_5/CsAlO6_5.json,5.0,90.0,8501,0.59439564,100.0,false,true,false,,,diagnostic_slot=profile; generation_tier=strict_core
gen_0611,CsAs_189,CsAs_189,generated_spectra,physically_constrained_generated,cod,cod,cod_7222736,,,CsAs,,189,P-62m,hexagonal,cod_7222736,cod_7222736,,generated_spectra/all_1500/CsAs_189/CsAs_189.xy,generated_spectra/all_1500/CsAs_189/CsAs_189.cif,generated_spectra/all_1500/CsAs_189/CsAs_189.json,5.0,90.0,8501,1.07936502,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0612,CsI_123,CsI_123,generated_spectra,physically_constrained_generated,cod,cod,cod_2106199,,,CsI,,123,P4/mmm,tetragonal,cod_2106199,cod_2106199,,generated_spectra/all_1500/CsI_123/CsI_123.xy,generated_spectra/all_1500/CsI_123/CsI_123.cif,generated_spectra/all_1500/CsI_123/CsI_123.json,5.0,90.0,8501,0.30450669,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0613,CsLi7(P2O7)2_2,CsLi7(P2O7)2_2,generated_spectra,physically_constrained_generated,cod,cod,cod_7700039,,,CsLi7(P2O7)2,,2,P-1,triclinic,cod_7700039,cod_7700039,,generated_spectra/all_1500/CsLi7(P2O7)2_2/CsLi7(P2O7)2_2.xy,generated_spectra/all_1500/CsLi7(P2O7)2_2/CsLi7(P2O7)2_2.cif,generated_spectra/all_1500/CsLi7(P2O7)2_2/CsLi7(P2O7)2_2.json,5.0,90.0,8501,0.03554924,100.0,false,true,false,,,diagnostic_slot=profile; generation_tier=strict_core
gen_0614,CsN_123,CsN_123,generated_spectra,physically_constrained_generated,cod,cod,cod_1537485,,,CsN,,123,P4/mmm,tetragonal,cod_1537485,cod_1537485,,generated_spectra/all_1500/CsN_123/CsN_123.xy,generated_spectra/all_1500/CsN_123/CsN_123.cif,generated_spectra/all_1500/CsN_123/CsN_123.json,5.0,90.0,8501,0.58441561,99.99999237,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0615,CsP(HO2)2_2,CsP(HO2)2_2,generated_spectra,physically_constrained_generated,cod,cod,cod_1007186,,,CsP(HO2)2,,2,P-1,triclinic,cod_1007186,cod_1007186,,generated_spectra/all_1500/CsP(HO2)2_2/CsP(HO2)2_2.xy,generated_spectra/all_1500/CsP(HO2)2_2/CsP(HO2)2_2.cif,generated_spectra/all_1500/CsP(HO2)2_2/CsP(HO2)2_2.json,5.0,90.0,8501,0.08474576,100.0,false,true,false,,,diagnostic_slot=profile; generation_tier=strict_core
gen_0616,CsPO4_76,CsPO4_76,generated_spectra,physically_constrained_generated,cod,cod,cod_1007166,,,CsPO4,,76,P4_1,tetragonal,cod_1007166,cod_1007166,,generated_spectra/all_1500/CsPO4_76/CsPO4_76.xy,generated_spectra/all_1500/CsPO4_76/CsPO4_76.cif,generated_spectra/all_1500/CsPO4_76/CsPO4_76.json,5.0,90.0,8501,0.16116035,100.0,false,true,false,,,diagnostic_slot=profile; generation_tier=strict_core
gen_0617,CsS_141,CsS_141,generated_spectra,physically_constrained_generated,cod,cod,cod_8103872,,,CsS,,141,I4_1/amd,tetragonal,cod_8103872,cod_8103872,,generated_spectra/all_1500/CsS_141/CsS_141.xy,generated_spectra/all_1500/CsS_141/CsS_141.cif,generated_spectra/all_1500/CsS_141/CsS_141.json,5.0,90.0,8501,0.11235955,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0618,CsWO2_1,CsWO2_1,generated_spectra,physically_constrained_generated,cod,cod,cod_2101316,,,CsWO2,,1,P1,triclinic,cod_2101316,cod_2101316,,generated_spectra/all_1500/CsWO2_1/CsWO2_1.xy,generated_spectra/all_1500/CsWO2_1/CsWO2_1.cif,generated_spectra/all_1500/CsWO2_1/CsWO2_1.json,5.0,90.0,8501,0.56267583,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0619,CsYbSe2_194,CsYbSe2_194,generated_spectra,physically_constrained_generated,cod,cod,cod_2205175,,,CsYbSe2,,194,P6_3/mmc,hexagonal,cod_2205175,cod_2205175,,generated_spectra/all_1500/CsYbSe2_194/CsYbSe2_194.xy,generated_spectra/all_1500/CsYbSe2_194/CsYbSe2_194.cif,generated_spectra/all_1500/CsYbSe2_194/CsYbSe2_194.json,5.0,90.0,8501,0.58823526,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0620,Cs_12,Cs_12,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-1096915,,,Cs,,12,C2/m,monoclinic,mp-1096915,mp-1096915,,generated_spectra/all_1500/Cs_12/Cs_12.xy,generated_spectra/all_1500/Cs_12/Cs_12.cif,generated_spectra/all_1500/Cs_12/Cs_12.json,5.0,90.0,8501,0.11198209,100.00000763,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0621,Cs_135,Cs_135,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-672241,,,Cs,,135,P4_2/mbc,tetragonal,mp-672241,mp-672241,,generated_spectra/all_1500/Cs_135/Cs_135.xy,generated_spectra/all_1500/Cs_135/Cs_135.cif,generated_spectra/all_1500/Cs_135/Cs_135.json,5.0,90.0,8501,0.34375,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0622,Cs_139,Cs_139,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-1183694,,,Cs,,139,I4/mmm,tetragonal,mp-1183694,mp-1183694,,generated_spectra/all_1500/Cs_139/Cs_139.xy,generated_spectra/all_1500/Cs_139/Cs_139.cif,generated_spectra/all_1500/Cs_139/Cs_139.json,5.0,90.0,8501,0.45469308,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
gen_0623,Cs_141,Cs_141,generated_spectra,physically_constrained_generated,materials_project,materials_project,mp-3,,,Cs,,141,I4_1/amd,tetragonal,mp-3,mp-3,,generated_spectra/all_1500/Cs_141/Cs_141.xy,generated_spectra/all_1500/Cs_141/Cs_141.cif,generated_spectra/all_1500/Cs_141/Cs_141.json,5.0,90.0,8501,0.7604562,100.0,false,true,false,,,diagnostic_slot=background; generation_tier=strict_core
